feature_id	component	source_anchor	wch_binary_anchor	static_delta	dynamic_probe	official_behavior	upstream_p2_behavior	upstream_matched_behavior	ours_behavior	existing_patch	evt_or_phase3b_coverage	status	cause	confidence	evidence_ids	observable_impact	ours_available	artifact_gate_applicable	mandatory_probes_passed	mandatory_probes_total	s_byte	o_byte	elf_byte	bin_byte
L3-FEAT-RELAXATION	BINUTILS-GAS	upstream relocation relaxation	WCH bounded relocation output	no dedicated WCH patch	2 mandatory four-side units (2 case denominators) executed on OURS-V3.0; judged from GAS-SURFACE; 0 further units recorded as diagnostics	default produces two R_RISCV_RELAX; norelax produces none	P2 relocation behavior matches || phase3g measured: 0/2 mandatory units byte-equal to WCH	MATCHED relocation behavior matches || phase3g measured: 0/2 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 2/2 mandatory units (2/2 case denominators)	no patch	Phase3b NOT-RUN	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-RELAXATION;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-RELAXATION;tmp/phase3g-evidence/feature/round-2/controls/pre.json	target-byte	true	true	2	2	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L3-FEAT-XW-ARCH	BINUTILS-GAS	bfd/elfxx-riscv.c:riscv_supported_vendor_x_ext	as xw record vm=0x10015a168	adds xw draft default 2.2.0	12 mandatory four-side units (43527 case denominators) executed on OURS-V3.0; judged from GAS-SURFACE;GAS-XW; 0 further units recorded as diagnostics	accepts xw,xw1p0,xw2p0,xw2p2,xw3p0 and all legal XW operands	both exact upstream controls reject every 43,520 label-case || phase3g measured: 1/12 mandatory units byte-equal to WCH	UPSTREAM-MATCHED rejects every 43,520 label-case || phase3g measured: 1/12 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 12/12 mandatory units (43527/43527 case denominators)	0001 binutils	Phase3b NOT-RUN	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-XW-ARCH;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-XW-ARCH;tmp/phase3g-evidence/feature/round-2/controls/pre.json	target-byte	true	true	43527	43527	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	EXACT
L3-FEAT-XW-ASSEMBLY	BINUTILS-GAS	opcodes/riscv-opc.c:603-650,2301-2323;include/opcode/riscv-opc.h:2277-2292	as c.lbu/c.lbusp records vm=0x100135c88/0x100129380	8 explicit forms plus ordinary aliases and operand encoders	14 mandatory four-side units (43529 case denominators) executed on OURS-V3.0; judged from GAS-SURFACE;GAS-XW; 0 further units recorded as diagnostics	WCH accepts and emits canonical stream sha256 a6ac4731...; form counts 2048x4 plus128x4	P2 rejects all 43,520 || phase3g measured: 0/14 mandatory units byte-equal to WCH	MATCHED rejects all 43,520 || phase3g measured: 0/14 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 14/14 mandatory units (43529/43529 case denominators)	0002 binutils	Phase3b NOT-RUN	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-XW-ASSEMBLY;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-XW-ASSEMBLY;tmp/phase3g-evidence/feature/round-2/controls/pre.json	target-byte	true	true	43529	43529	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	EXACT
L3-FEAT-XW-DIAGNOSTICS	BINUTILS-GAS	gas/config/tc-riscv.c:riscv_ip	WCH riscv_ip [0x100032b7c,0x100038304) dual xrefs to illegal-operands/unrecognized-opcode	XW operand/option error-class selection	7 mandatory four-side units (7 case denominators) executed on OURS-V3.0; judged from GAS-SURFACE; 0 further units recorded as diagnostics	WCH exact diagnostics captured	P2 uses upstream namespace and differs on XW-specific paths || phase3g measured: 1/7 mandatory units byte-equal to WCH	MATCHED follows P2 content; late raw hashes embed a different absolute work path || phase3g measured: 1/7 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 7/7 mandatory units (7/7 case denominators)	0001+0002 binutils	Phase3b NOT-RUN	COVERED-BEHAVIOR-EXACT	every mandatory four-side unit reproduces WCH byte for byte on rc/stdout/stderr; this row carries no artifact byte gate	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-XW-DIAGNOSTICS;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-XW-DIAGNOSTICS;tmp/phase3g-evidence/feature/round-2/controls/pre.json	functional	true	false	7	7	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L3-FEAT-XW-MAPPING	BINUTILS-GAS	mapping-symbol ISA serialization	WCH mapping $x...i2p0...a2p0...xw2p2	bare xw suffix defaults to xw2p2	7 mandatory four-side units (7 case denominators) executed on OURS-V3.0; judged from GAS-SURFACE;GAS-XW; 0 further units recorded as diagnostics	bare xw suffix is xw2p2; explicit version suffixes pass through; base default is ISA spec 2.2	P2 rejects bare XW; explicit current-base mappings differ || phase3g measured: 0/7 mandatory units byte-equal to WCH	MATCHED same source behavior as P2 || phase3g measured: 0/7 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 7/7 mandatory units (7/7 case denominators)	0005 binutils	Phase3b NOT-RUN	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L3-FEAT-XW-MAPPING;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L3-FEAT-XW-MAPPING;tmp/phase3g-evidence/feature/round-2/controls/pre.json	target-byte	true	true	7	7	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L4-FEAT-ARCHIVE	AR/RANLIB	upstream archive tools	published executables	no source delta	3 mandatory four-side units (3 case denominators) executed on OURS-V3.0; judged from PHYSICAL-INSTALL; 0 further units recorded as diagnostics	deterministic archive table/rebuild/index	bounded artifacts exact || phase3g measured: 3/3 mandatory units byte-equal to WCH	bounded artifacts exact || phase3g measured: 3/3 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 3/3 mandatory units (3/3 case denominators)	none	Phase3b NOT-RUN at T0	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L4-FEAT-ARCHIVE;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L4-FEAT-ARCHIVE;tmp/phase3g-evidence/feature/round-2/controls/pre.json	archive bytes	true	true	3	3	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L4-FEAT-ATTRIBUTES	BINUTILS-LD/BFD/READELF	bfd/elfxx-riscv.c	XW attributes	xw 2.2 support table	6 mandatory four-side units (6 case denominators) executed on OURS-V3.0; judged from PHYSICAL-INSTALL; 0 further units recorded as diagnostics	XW copy/merge/version merge succeeds	same bounded target artifacts || phase3g measured: 6/6 mandatory units byte-equal to WCH	same bounded target artifacts || phase3g measured: 6/6 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 6/6 mandatory units (6/6 case denominators)	binutils 0001 plus shared BFD row	Phase3b NOT-RUN at T0	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L4-FEAT-ATTRIBUTES;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L4-FEAT-ATTRIBUTES;tmp/phase3g-evidence/feature/round-2/controls/pre.json	ELF attributes	true	true	6	6	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L4-FEAT-ELFEDIT-MMAP	BINUTILS-ELFEDIT	elfedit.c HAVE_MMAP	mmap imports/x86 feature options	WCH configured HAVE_MMAP; controls not	2 mandatory four-side units (2 case denominators) executed on OURS-V3.0; judged from PHYSICAL-INSTALL; 0 further units recorded as diagnostics	help exposes options; accepts option rc0	option absent/rejected || phase3g measured: 0/2 mandatory units byte-equal to WCH	option absent/rejected || phase3g measured: 0/2 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 2/2 mandatory units (2/2 case denominators)	none	Phase3b NOT-RUN at T0	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L4-FEAT-ELFEDIT-MMAP;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L4-FEAT-ELFEDIT-MMAP;tmp/phase3g-evidence/feature/round-2/controls/pre.json	elfedit option/diagnostic and x86 GNU property editing	true	true	2	2	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L4-FEAT-GCC-AUX	GCOV/COLLECT2/GENGTYPE	upstream GCC tools	published executables	no feature-specific delta	5 mandatory four-side units (5 case denominators) executed on OURS-V3.0; judged from PHYSICAL-INSTALL; 0 further units recorded as diagnostics	bounded version/help surface	bounded control || phase3g measured: 5/5 mandatory units byte-equal to WCH	bounded control || phase3g measured: 5/5 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 5/5 mandatory units (5/5 case denominators)	GCC frozen patches unrelated	Phase3b NOT-RUN at T0	COVERED-BEHAVIOR-EXACT	every mandatory four-side unit reproduces WCH byte for byte on rc/stdout/stderr; this row carries no artifact byte gate	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L4-FEAT-GCC-AUX;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L4-FEAT-GCC-AUX;tmp/phase3g-evidence/feature/round-2/controls/pre.json	auxiliary tool behavior	true	false	5	5	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE
L4-FEAT-LD-CORE	BINUTILS-LD	upstream ld; no frozen patch delta	ld executable/script/help	no ld source delta	12 mandatory four-side units (12 case denominators) executed on OURS-V3.0; judged from PHYSICAL-INSTALL; 0 further units recorded as diagnostics	bounded link/layout/gc/relax/group operations succeed	same target artifacts on non-zstd corpus || phase3g measured: 12/12 mandatory units byte-equal to WCH	same except SEARCH_DIR prefix literal || phase3g measured: 10/12 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 12/12 mandatory units (12/12 case denominators)	none	Phase3b NOT-RUN at T0	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L4-FEAT-LD-CORE;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L4-FEAT-LD-CORE;tmp/phase3g-evidence/feature/round-2/controls/pre.json	ELF/linker behavior	true	true	12	12	NOT-APPLICABLE	EXACT	EXACT	NOT-APPLICABLE
L4-FEAT-LTO-PLUGIN	GCC LTO plugin/wrappers	upstream GCC auxiliary tools	plugin/tool executables	no feature-specific static delta found	6 mandatory four-side units (6 case denominators) executed on OURS-V3.0; judged from PHYSICAL-INSTALL; 0 further units recorded as diagnostics	wrapper/archive/nm bounded surface	bounded non-LTO corpus behavior || phase3g measured: 6/6 mandatory units byte-equal to WCH	bounded non-LTO corpus behavior || phase3g measured: 6/6 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 6/6 mandatory units (6/6 case denominators)	GCC frozen patches unrelated	Phase3b NOT-RUN at T0	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L4-FEAT-LTO-PLUGIN;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L4-FEAT-LTO-PLUGIN;tmp/phase3g-evidence/feature/round-2/controls/pre.json	plugin routing/wrappers	true	true	6	6	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L4-FEAT-PACKAGING	aliases/plugin SDK	package inventory	602-path ledger	551 byte-exact SDK files; 16 dirs; aliases	9 mandatory four-side units (9 case denominators) executed on OURS-V3.0; judged from PHYSICAL-INSTALL; 0 further units recorded as diagnostics	target aliases execute bounded operations	bounded controls || phase3g measured: 9/9 mandatory units byte-equal to WCH	bounded controls || phase3g measured: 9/9 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 9/9 mandatory units (9/9 case denominators)	none	Phase3b NOT-RUN at T0	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L4-FEAT-PACKAGING;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L4-FEAT-PACKAGING;tmp/phase3g-evidence/feature/round-2/controls/pre.json	published paths/plugins	true	true	9	9	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L4-FEAT-TOOLS	general binutils	upstream tools	published executables	no frozen source deltas outside BFD/GAS/opcodes	12 mandatory four-side units (12 case denominators) executed on OURS-V3.0; judged from PHYSICAL-INSTALL; 0 further units recorded as diagnostics	fixed ELF/archive/debug corpus bounded operations	non-zstd behavior exact || phase3g measured: 12/12 mandatory units byte-equal to WCH	non-zstd behavior exact || phase3g measured: 12/12 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 12/12 mandatory units (12/12 case denominators)	none	Phase3b NOT-RUN at T0	COVERED-BYTE-EXACT	every mandatory four-side unit, artifacts included, reproduces WCH byte for byte	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L4-FEAT-TOOLS;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L4-FEAT-TOOLS;tmp/phase3g-evidence/feature/round-2/controls/pre.json	tool stdout/stderr/side effects	true	true	12	12	NOT-APPLICABLE	EXACT	NOT-APPLICABLE	NOT-APPLICABLE
L4-FEAT-TOOLS-NEGSPACE	general binutils	option/diagnostic tables	help strings	elfedit mmap-gated delta; paths otherwise	5 mandatory four-side units (5 case denominators) executed on OURS-V3.0; judged from PHYSICAL-INSTALL; 0 further units recorded as diagnostics	bounded help/unknown option surfaces	elfedit options absent; path literals differ || phase3g measured: 5/5 mandatory units byte-equal to WCH	elfedit options absent; path literals differ || phase3g measured: 5/5 mandatory units byte-equal to WCH	OURS-V3.0 reproduces WCH on 5/5 mandatory units (5/5 case denominators)	none	Phase3b NOT-RUN at T0	COVERED-BEHAVIOR-EXACT	every mandatory four-side unit reproduces WCH byte for byte on rc/stdout/stderr; this row carries no artifact byte gate	HIGH	tmp/phase3g-evidence/feature/round-2/probe-results.tsv;tmp/phase3g-evidence/feature/round-2/probe-comparisons.tsv::feature_id=L4-FEAT-TOOLS-NEGSPACE;tmp/phase3g-evidence/feature/round-2/feature-rollup.tsv::feature_id=L4-FEAT-TOOLS-NEGSPACE;tmp/phase3g-evidence/feature/round-2/controls/pre.json	options/help/diagnostics	true	false	5	5	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE	NOT-APPLICABLE
