oblig_id	category	source_id	title_zh	evidence_pointer	carried_from	status	terminal_criterion_zh
P3G-OB-117	HOST-T5	T5:bin/riscv32-wch-elf-lto-dump|L2-FEAT-LTO,L1-FEAT-IDENTITY|MAPPED-TERMINAL	bin/riscv32-wch-elf-lto-dump：4 条 functional 区间行（10974456 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 GCC-LTO-DUMP）映射到 feature 候选 L2-FEAT-LTO,L1-FEAT-IDENTITY，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L582-L585;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-118	HOST-T5	T5:bin/riscv32-wch-elf-lto-dump|L2-FEAT-LTO,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-FASTIRQ,P3F-NEW-CCV-ABI,P3F-NEW-HIGHCODE-GEN-SECTION-NAME,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS|MAPPED-TERMINAL	bin/riscv32-wch-elf-lto-dump：1 条 functional 区间行（2674832 字节，侧 WCH，实现组 GCC-LTO-DUMP）映射到 feature 候选 L2-FEAT-LTO,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-FASTIRQ,P3F-NEW-CCV-ABI,P3F-NEW-HIGHCODE-GEN-SECTION-NAME,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L586-L586;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-119	HOST-T5	T5:bin/riscv32-wch-elf-lto-dump|L2-FEAT-LTO,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-FASTIRQ,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS|MAPPED-TERMINAL	bin/riscv32-wch-elf-lto-dump：1 条 functional 区间行（2673710 字节，侧 OURS-V2，实现组 GCC-LTO-DUMP）映射到 feature 候选 L2-FEAT-LTO,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-FASTIRQ,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L587-L587;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-120	HOST-T5	T5:bin/riscv32-wch-elf-lto-dump|L2-FEAT-LTO,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS|MAPPED-TERMINAL	bin/riscv32-wch-elf-lto-dump：2 条 functional 区间行（5347370 字节，侧 UPSTREAM-MATCHED/UPSTREAM-P2，实现组 GCC-LTO-DUMP）映射到 feature 候选 L2-FEAT-LTO,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,P3F-NEW-IMPLICIT-FUNCTION-DIAGNOSTICS，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L588-L589;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-121	HOST-T5	T5:bin/riscv32-wch-elf-nm|-|RECLASSIFIED-PURE-HOST-ABI	[回登·改判无效] bin/riscv32-wch-elf-nm：6 条 functional 区间行（18828 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info）被词法规则 IR-RECLASSIFY-PURE-HOST-ABI-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-ABI，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L590-L595;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-122	HOST-T5	T5:bin/riscv32-wch-elf-nm|-|RECLASSIFIED-PURE-HOST-DATA	[回登·改判无效] bin/riscv32-wch-elf-nm：4 条 functional 区间行（42016 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__DATA,__data）被词法规则 IR-RECLASSIFY-PURE-HOST-DATA-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-DATA，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L596-L599;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-123	HOST-T5	T5:bin/riscv32-wch-elf-nm|L4-FEAT-TOOLS|MAPPED-TERMINAL	bin/riscv32-wch-elf-nm：9 条 functional 区间行（950202 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-NM）映射到 feature 候选 L4-FEAT-TOOLS，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L600-L608;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-124	HOST-T5	T5:bin/riscv32-wch-elf-nm|L4-FEAT-TOOLS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU|MAPPED-TERMINAL	bin/riscv32-wch-elf-nm：4 条 functional 区间行（506683 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-NM）映射到 feature 候选 L4-FEAT-TOOLS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L609-L612;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-125	HOST-T5	T5:bin/riscv32-wch-elf-nm|L4-FEAT-TOOLS,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL	bin/riscv32-wch-elf-nm：3 条 functional 区间行（1928424 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2，实现组 BINUTILS-NM）映射到 feature 候选 L4-FEAT-TOOLS,L4-FEAT-ELFEDIT-MMAP，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L613-L615;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-126	HOST-T5	T5:bin/riscv32-wch-elf-objcopy|-|RECLASSIFIED-PURE-HOST-ABI	[回登·改判无效] bin/riscv32-wch-elf-objcopy：6 条 functional 区间行（20652 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info）被词法规则 IR-RECLASSIFY-PURE-HOST-ABI-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-ABI，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L616-L621;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-127	HOST-T5	T5:bin/riscv32-wch-elf-objcopy|-|RECLASSIFIED-PURE-HOST-DATA	[回登·改判无效] bin/riscv32-wch-elf-objcopy：4 条 functional 区间行（50712 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__DATA,__data）被词法规则 IR-RECLASSIFY-PURE-HOST-DATA-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-DATA，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L622-L625;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-128	HOST-T5	T5:bin/riscv32-wch-elf-objcopy|L4-FEAT-TOOLS|MAPPED-TERMINAL	bin/riscv32-wch-elf-objcopy：9 条 functional 区间行（1042754 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-OBJCOPY）映射到 feature 候选 L4-FEAT-TOOLS，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L626-L634;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-129	HOST-T5	T5:bin/riscv32-wch-elf-objcopy|L4-FEAT-TOOLS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU|MAPPED-TERMINAL	bin/riscv32-wch-elf-objcopy：4 条 functional 区间行（570023 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-OBJCOPY）映射到 feature 候选 L4-FEAT-TOOLS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L635-L638;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-130	HOST-T5	T5:bin/riscv32-wch-elf-objcopy|L4-FEAT-TOOLS,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL	bin/riscv32-wch-elf-objcopy：3 条 functional 区间行（2177084 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2，实现组 BINUTILS-OBJCOPY）映射到 feature 候选 L4-FEAT-TOOLS,L4-FEAT-ELFEDIT-MMAP，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L639-L641;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-131	HOST-T5	T5:bin/riscv32-wch-elf-objdump|-|RECLASSIFIED-PURE-HOST-ABI	[回登·改判无效] bin/riscv32-wch-elf-objdump：9 条 functional 区间行（27380 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info）被词法规则 IR-RECLASSIFY-PURE-HOST-ABI-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-ABI，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L642-L650;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-132	HOST-T5	T5:bin/riscv32-wch-elf-objdump|-|RECLASSIFIED-PURE-HOST-DATA	[回登·改判无效] bin/riscv32-wch-elf-objdump：4 条 functional 区间行（67680 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__DATA,__data）被词法规则 IR-RECLASSIFY-PURE-HOST-DATA-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-DATA，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L651-L654;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-133	HOST-T5	T5:bin/riscv32-wch-elf-objdump|L3-FEAT-CUSTOM32|MAPPED-TERMINAL	bin/riscv32-wch-elf-objdump：4 条 functional 区间行（132128 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-OBJDUMP）映射到 feature 候选 L3-FEAT-CUSTOM32，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L655-L658;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-134	HOST-T5	T5:bin/riscv32-wch-elf-objdump|L4-FEAT-TOOLS|MAPPED-TERMINAL	bin/riscv32-wch-elf-objdump：5 条 functional 区间行（2003080 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-OBJDUMP）映射到 feature 候选 L4-FEAT-TOOLS，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L659-L663;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-135	HOST-T5	T5:bin/riscv32-wch-elf-objdump|L4-FEAT-TOOLS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL	bin/riscv32-wch-elf-objdump：1 条 functional 区间行（231191 字节，侧 WCH，实现组 BINUTILS-OBJDUMP）映射到 feature 候选 L4-FEAT-TOOLS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY,L4-FEAT-ELFEDIT-MMAP，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L664-L664;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-136	HOST-T5	T5:bin/riscv32-wch-elf-objdump|L4-FEAT-TOOLS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL	bin/riscv32-wch-elf-objdump：3 条 functional 区间行（693014 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2，实现组 BINUTILS-OBJDUMP）映射到 feature 候选 L4-FEAT-TOOLS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L4-FEAT-ELFEDIT-MMAP，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L665-L667;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-137	HOST-T5	T5:bin/riscv32-wch-elf-objdump|L4-FEAT-TOOLS,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL	bin/riscv32-wch-elf-objdump：3 条 functional 区间行（3084004 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2，实现组 BINUTILS-OBJDUMP）映射到 feature 候选 L4-FEAT-TOOLS,L4-FEAT-ELFEDIT-MMAP，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L668-L670;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-138	HOST-T5	T5:bin/riscv32-wch-elf-ranlib|-|RECLASSIFIED-PURE-HOST-ABI	[回登·改判无效] bin/riscv32-wch-elf-ranlib：6 条 functional 区间行（19100 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info）被词法规则 IR-RECLASSIFY-PURE-HOST-ABI-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-ABI，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L671-L676;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-139	HOST-T5	T5:bin/riscv32-wch-elf-ranlib|-|RECLASSIFIED-PURE-HOST-DATA	[回登·改判无效] bin/riscv32-wch-elf-ranlib：4 条 functional 区间行（38368 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__DATA,__data）被词法规则 IR-RECLASSIFY-PURE-HOST-DATA-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-DATA，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L677-L680;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-140	HOST-T5	T5:bin/riscv32-wch-elf-ranlib|L4-FEAT-ARCHIVE|MAPPED-TERMINAL	bin/riscv32-wch-elf-ranlib：9 条 functional 区间行（960878 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-ARCHIVE）映射到 feature 候选 L4-FEAT-ARCHIVE，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L681-L689;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-141	HOST-T5	T5:bin/riscv32-wch-elf-ranlib|L4-FEAT-ARCHIVE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU|MAPPED-TERMINAL	bin/riscv32-wch-elf-ranlib：4 条 functional 区间行（497653 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，实现组 BINUTILS-ARCHIVE）映射到 feature 候选 L4-FEAT-ARCHIVE,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L690-L693;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-142	HOST-T5	T5:bin/riscv32-wch-elf-ranlib|L4-FEAT-ARCHIVE,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL	bin/riscv32-wch-elf-ranlib：3 条 functional 区间行（1931964 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2，实现组 BINUTILS-ARCHIVE）映射到 feature 候选 L4-FEAT-ARCHIVE,L4-FEAT-ELFEDIT-MMAP，须按 T7 强度重裁	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L694-L696;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。
P3G-OB-143	HOST-T5	T5:bin/riscv32-wch-elf-readelf|-|RECLASSIFIED-PURE-HOST-ABI	[回登·改判无效] bin/riscv32-wch-elf-readelf：8 条 functional 区间行（10704 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__TEXT,__eh_frame、section:__TEXT,__unwind_info）被词法规则 IR-RECLASSIFY-PURE-HOST-ABI-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-ABI，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L697-L704;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
P3G-OB-144	HOST-T5	T5:bin/riscv32-wch-elf-readelf|-|RECLASSIFIED-PURE-HOST-DATA	[回登·改判无效] bin/riscv32-wch-elf-readelf：4 条 functional 区间行（29504 字节，侧 OURS-V2/UPSTREAM-MATCHED/UPSTREAM-P2/WCH，段 section:__DATA,__data）被词法规则 IR-RECLASSIFY-PURE-HOST-DATA-SECTION-NO-TARGET-MARKERS-V1 改判为 RECLASSIFIED-PURE-HOST-DATA，该整类改判已被裁定无效，回登为未归因	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows.tsv#L705-L708;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L1	phase3f-t5	CARRIED	该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。
