audit_id	semantic_finding_id	source_family	source_row_ids	mcu_scope	revision_or_lot_scope	original_strength	hardware_causality_confirmed	workaround_location	wch_static_hook_or_table	static_evidence	minimal_input	dynamic_probe_ids	wch_behavior	upstream_p2_behavior	upstream_matched_behavior	ours_behavior	classification	confidence	positive_evidence	negative_evidence	uncovered_conditions	evidence_ids
L2-ERR-044	SEM-PROC-LRSC	RESEARCH	PROC-LRSC	V3A;V4	processor/ISA condition in research row	DOCUMENTED-CORE-BEHAVIOR	false	NONE-PROVEN-IN-GCC	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/atomic.c	arch_a_lrsc	standard A/Zaamo/Zalrsc lowering	direct cc1 output equals WCH	NOT-RUN-LATE-AVAILABLE	byte-equal target object	GCC-FEATURE-NOT-ERRATUM	HIGH	source/manual/runtime behavior retained in frozen lead ledger	no QingKe LR/SC selector or option	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-038	SEM-PROC-VECTOR	RESEARCH	PROC-VECTOR	V3V	processor/ISA condition in research row	MANUAL+UNRESOLVED-ABI	false	NONE-PROVEN-IN-GCC	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/vector.c	arch_vector	configured Zve profile compiles	direct cc1 output equals WCH	NOT-RUN-LATE-AVAILABLE	byte-equal target object	UNRESOLVED	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	nested interrupt/calling ABI/on-device vector state	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-040	SEM-PROC-WFI-WFE	RESEARCH	PROC-WFI-WFE	documented QingKe devices	processor/ISA condition in research row	MANUAL+NEGATIVE-TOOLCHAIN	false	NONE-PROVEN-IN-GCC	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/csr.c	inline_csr_delay_wfe	explicit CSR bit plus wfi only	explicit CSR bit plus wfi only	NOT-RUN-LATE-AVAILABLE	explicit CSR bit plus wfi only	NO-GCC-EVIDENCE	HIGH	source/manual/runtime behavior retained in frozen lead ledger	no WFE transform observed	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-030	SEM-REV-WCH-001	06C-RUNTIME	REV-WCH-001	CH32V30x/V31x	full CHIPID[7:4] conditions in source row	REVISION-WORKAROUND-CANDIDATE	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-031	SEM-REV-WCH-002	06C-RUNTIME	REV-WCH-002	CH32V30x/V31x	full CHIPID[7:4] conditions in source row	REVISION-WORKAROUND-CANDIDATE	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-034	SEM-REV-WCH-003	06C-RUNTIME	REV-WCH-003	CH32V30x/V31x Ethernet RMII/MII/RGMII	full CHIPID[7:4] conditions in source row	REVISION-WORKAROUND-CANDIDATE	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-029	SEM-REV-WCH-004	06C-RUNTIME	REV-WCH-004	CH32V30x/V31x Ethernet RGMII	full CHIPID[7:4] conditions in source row	REVISION-COMPATIBILITY	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-023	SEM-REV-WCH-005	06C-RUNTIME	REV-WCH-005	CH32V30x/V31x internal 10M PHY	full CHIPID[7:4] conditions in source row	REVISION-WORKAROUND-CANDIDATE	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-025	SEM-REV-WCH-006	06C-RUNTIME	REV-WCH-006	CH32V30x/V31x internal 10M PHY	full CHIPID[7:4] conditions in source row	REVISION-WORKAROUND-CANDIDATE	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-032	SEM-REV-WCH-007	06C-RUNTIME	REV-WCH-007	CH32H415/H416/H417	full CHIPID[7:4] conditions in source row	REVISION-WORKAROUND-CANDIDATE	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-033	SEM-REV-WCH-008	06C-RUNTIME	REV-WCH-008	CH32H415/H416/H417	full CHIPID[7:4] conditions in source row	REVISION-WORKAROUND-CANDIDATE	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-026	SEM-REV-WCH-009	06C-RUNTIME	REV-WCH-009	CH32H415/H416/H417 ADC examples	full CHIPID[7:4] conditions in source row	REVISION-WORKAROUND-CANDIDATE	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-027	SEM-REV-WCH-010	06C-RUNTIME	REV-WCH-010	CH32H415/H416/H417 eMMC examples	full CHIPID[7:4] conditions in source row	REVISION-WORKAROUND-CANDIDATE	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-028	SEM-REV-WCH-011	06C-RUNTIME	REV-WCH-011	CH32H415/H416/H417 stop mode example	full CHIPID[7:4] conditions in source row	REVISION-COMPATIBILITY	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
L2-ERR-024	SEM-REV-WCH-012	06C-RUNTIME	REV-WCH-012	CH32H415/H416/H417 USBSS/UHSIF	full CHIPID[7:4] conditions in source row	REVISION-COMPATIBILITY	false	SDK-SOURCE	NONE-FOUND	target option/source search found no finding-specific GCC hook	tmp/phase3c-backend/fixtures/errata_clean.c	errata_clean_O0,errata_clean_O2,errata_clean_Os,L2-087-errata-clean-gimple	no finding-specific automatic transform observed in bounded clean-C corpus	direct cc1 O2 output equals WCH for bounded clean-C corpus	NOT-RUN-LATE-AVAILABLE	equals WCH for bounded clean-C corpus	NO-GCC-EVIDENCE	MEDIUM	source/manual/runtime behavior retained in frozen lead ledger	no target option, source hook, selector, or inserted sequence in bounded probes	finding-specific clean input and affected silicon runtime not executed	T0-067,T0-068,L2-087-errata-clean-gimple,L2-088-target-option-surface
